timestamp,tel_pezzi_prodotti,tel_tempo_attivo,tel_tempo_fermo,tel_velocità_nominale,disponibilità,efficienza
2020-04-22 12:00:00,1029.8892851382323,2398,1192,0.46462019999999904,0.668,0.9244
2020-04-22 13:00:00,1304.229616068132,3072,538,0.464620200000006,0.851,0.9138
2020-04-22 14:00:00,865.9545615434372,2083,1517,0.46462020000000526,0.5786,0.8948
2020-04-22 15:00:00,1085.6499768647361,2603,997,0.46462020000000714,0.7231,0.8977
2020-04-22 16:00:00,187.9117184955121,458,3142,0.46462020000000764,0.1272,0.8831
2020-04-22 17:00:00,0.0,0,3600,0.46462020000000764,0.0,
2020-04-23 11:00:00,391.4362600659056,967,2631,0.46462020000000764,0.2688,0.8712
2020-04-23 12:00:00,1223.3771336716463,2989,611,0.46462020000000764,0.8303,0.8809
2020-04-23 13:00:00,1067.805378536369,2721,879,0.46462020000000764,0.7558,0.8446
2020-04-23 14:00:00,962.4188355579695,2452,1148,0.46462020000000764,0.6811,0.8448
2020-04-23 15:00:00,279.35798284119016,742,2855,0.46462020000000737,0.2063,0.8103
2020-04-23 16:00:00,206.31252295770622,520,3035,0.4646202000000076,0.1463,0.8539
2020-04-23 17:00:00,510.20528189591306,1235,2365,0.46462020000000764,0.3431,0.8892
2020-04-24 11:00:00,15.612795197669998,68,3532,0.46462020000000764,0.0189,0.4942
2020-04-24 12:00:00,1036.0227317522383,2596,1004,0.46462020000000764,0.7211,0.8589
2020-04-24 13:00:00,1154.7916560120022,2883,717,0.46462020000000764,0.8008,0.8621
2020-04-24 14:00:00,783.9870975295964,1950,1650,0.46462020000000764,0.5417,0.8653
2020-04-24 15:00:00,1027.1011318414537,2547,1053,0.46462020000000764,0.7075,0.8679
2020-04-24 16:00:00,361.882716969114,952,6248,0.4646202000000101,0.1322,0.8181
2020-04-27 04:00:00,3.345599966544001,40,3550,0.46462020000000764,0.0111,0.18
2020-04-27 05:00:00,0.0,0,3600,0.46462020000000764,0.0,
2020-04-27 06:00:00,0.0,0,3605,0.46462020000000764,0.0,
2020-04-27 07:00:00,0.0,0,3605,0.46462020000000764,0.0,
2020-04-27 08:00:00,6.691153471068,72,3533,0.46462020000000764,0.02,0.2
2020-04-27 09:00:00,0.0,0,3601,0.4646202000000073,0.0,
2020-04-27 10:00:00,0.0,0,3607,0.46462020000000753,0.0,
2020-04-27 11:00:00,0.0,0,3609,0.46462020000000737,0.0,
2020-04-27 12:00:00,0.0,0,3605,0.46462020000000753,0.0,
2020-04-27 13:00:00,70.81529221588798,211,3514,0.46462020000000764,0.0566,0.7223
2020-04-27 14:00:00,838.0742830501174,2111,1489,0.46462020000000764,0.5864,0.8545
2020-04-27 15:00:00,32.898441486834,93,3562,0.46462020000000764,0.0254,0.7614
2020-04-27 16:00:00,0.0,8,3602,0.46462020000000764,0.0022,0.0
2020-04-27 17:00:00,420.9887809982578,1058,2542,0.46462020000000764,0.2939,0.8564
2020-04-28 04:00:00,0.0,0,3597,0.46462020000000764,0.0,
2020-04-28 05:00:00,534.7393099544096,1360,2245,0.46462020000000764,0.3773,0.8463
2020-04-28 06:00:00,833.0563105508874,2035,1565,0.46462020000000764,0.5653,0.8811
2020-04-28 07:00:00,8.921604556986,41,3559,0.46462020000000764,0.0114,0.4683
2020-04-28 08:00:00,586.0388857837805,1438,2162,0.46462020000000764,0.3994,0.8771
2020-04-28 09:00:00,1213.8982822315857,2924,676,0.46462020000000764,0.8122,0.8935
2020-04-28 10:00:00,975.2447691030075,2357,1243,0.46462020000000764,0.6547,0.8905
2020-04-28 11:00:00,278.8007080809063,696,2911,0.46462020000000764,0.193,0.8622
2020-04-28 12:00:00,937.8853464589038,2276,1324,0.46462020000000764,0.6322,0.8869
2020-04-28 13:00:00,1165.3867807135691,2816,784,0.46462020000000764,0.7822,0.8907
2020-04-28 14:00:00,1209.437296428114,2919,681,0.46462020000000764,0.8108,0.8918
2020-04-28 15:00:00,1062.2305866046465,2567,1033,0.46462020000000764,0.7131,0.8906
2020-04-28 16:00:00,1274.1188911350957,3102,503,0.46462020000000764,0.8605,0.884
2020-04-28 17:00:00,942.9033840049633,2318,587,0.46462020000000637,0.7979,0.8755
2020-04-29 04:00:00,176.2018305480841,518,2812,0.4646202000000072,0.1556,0.7321
2020-04-29 05:00:00,1099.5899534943255,2660,940,0.46462020000000764,0.7389,0.8897
2020-04-29 06:00:00,1428.0176650852159,3304,296,0.46462020000000764,0.9178,0.9302
2020-04-29 07:00:00,1077.8442552882893,2325,1280,0.46462020000000764,0.6449,0.9978
2020-04-29 08:00:00,1454.7830363004107,3141,459,0.46462020000000764,0.8725,0.9969
2020-04-29 09:00:00,936.7709316781916,2032,1568,0.46462020000000764,0.5644,0.9922
2020-04-29 10:00:00,1336.571549418003,2887,713,0.46462020000000764,0.8019,0.9964
2020-04-29 11:00:00,784.5456964574491,1726,1960,0.46462020000000764,0.4683,0.9783
2020-04-29 12:00:00,1300.8859024595924,2922,678,0.46462020000000764,0.8117,0.9582
2020-04-29 13:00:00,1445.8619985800692,3183,417,0.46462020000000764,0.8842,0.9777
2020-04-29 14:00:00,1541.7694345772961,3359,241,0.46462020000000764,0.9331,0.9879
2020-04-29 15:00:00,1109.6278545438286,2428,1177,0.46462020000000764,0.6735,0.9836
2020-04-29 16:00:00,1362.2215301500698,2974,636,0.46462020000000764,0.8238,0.9858
2020-04-29 17:00:00,487.90171886194116,1072,2528,0.46462020000000764,0.2978,0.9796
2020-04-29 18:00:00,0.0,0,3596,0.46462020000000764,0.0,
2020-04-29 19:00:00,1161.4848398733388,2561,1039,0.46462020000000764,0.7114,0.9761
2020-04-29 20:00:00,1306.4613123361783,2848,752,0.46462020000000764,0.7911,0.9873
2020-04-29 21:00:00,1513.889258300421,3309,296,0.46462020000000764,0.9179,0.9847
2020-04-29 22:00:00,1255.1619177086875,2749,851,0.46462020000000764,0.7636,0.9827
2020-04-29 23:00:00,1246.7979270847318,2727,873,0.46462020000000764,0.7575,0.984
2020-04-30 00:00:00,661.3159164878655,1446,2154,0.46462020000000764,0.4017,0.9843
2020-04-30 07:00:00,4575.684617610096,10020,4375,0.46462019999999954,0.6961,0.9829
2020-04-30 08:00:00,1173.7520258120599,2563,1042,0.46462020000000764,0.711,0.9857
2020-04-30 09:00:00,841.4213047544742,1843,1757,0.46462020000000764,0.5119,0.9826
2020-04-30 10:00:00,858.1493882188306,1897,1708,0.46462020000000764,0.5262,0.9736
2020-04-30 11:00:00,447.75435200014135,996,2599,0.46462020000000764,0.2771,0.9676
2020-04-30 12:00:00,855.3614114777205,1866,1734,0.46462020000000764,0.5183,0.9866
2020-04-30 13:00:00,928.4072662883755,2028,312,0.46462020000000476,0.8667,0.9853
2020-04-30 14:00:00,7.806418506744,21,15644,0.46462019999998794,0.0013,0.8001
2020-04-30 22:00:00,9.479218490016,25,17972,0.46462019999999904,0.0014,0.8161
2020-04-30 23:00:00,2.2303999776960004,26,3574,0.46462020000000764,0.0072,0.1846
2020-05-01 00:00:00,0.0,0,3600,0.46462020000000764,0.0,
2020-05-01 04:00:00,40.14724606054801,105,3474,0.4646202000000076,0.0293,0.8229
2020-05-01 05:00:00,169.51092797192408,405,3195,0.46462020000000764,0.1125,0.9008
2020-05-01 06:00:00,684.7351627156938,1501,2099,0.46462020000000764,0.4169,0.9818
2020-05-01 07:00:00,864.8406067367266,1891,1709,0.46462020000000764,0.5253,0.9843
2020-05-01 08:00:00,1472.6263708618349,3253,1052,0.46462020000000764,0.7556,0.9743
2020-05-01 09:00:00,1266.8716337466412,2786,839,0.46462020000000764,0.7686,0.9787
2020-05-01 10:00:00,1140.8536029100349,2515,1095,0.46462020000000764,0.6967,0.9763
2020-05-01 11:00:00,993.6466979460846,2189,1415,0.46462020000000764,0.6074,0.977
2020-05-01 12:00:00,1285.272349930997,2821,874,0.46462020000000764,0.7635,0.9806
2020-05-01 13:00:00,1627.6401543065274,3541,59,0.46462020000000764,0.9836,0.9893
2020-05-01 14:00:00,1312.5948379356116,2872,853,0.46462020000000764,0.771,0.9837
2020-05-01 15:00:00,1191.0376488702134,2623,1047,0.46462020000000764,0.7147,0.9773
2020-05-01 16:00:00,1020.969181304497,2232,1368,0.46462020000000764,0.62,0.9845
2020-05-01 17:00:00,0.0,0,3605,0.46462020000000764,0.0,
2020-05-01 18:00:00,192.37267642177218,422,3182,0.46462020000000764,0.1171,0.9811
2020-05-01 19:00:00,1405.156827290958,3083,517,0.46462020000000764,0.8564,0.981
2020-05-01 20:00:00,839.7484257857682,1834,1766,0.46462020000000764,0.5094,0.9855
2020-05-01 21:00:00,220.25273654359827,485,3115,0.46462020000000764,0.1347,0.9774
2020-05-01 22:00:00,1330.9957631990555,2912,703,0.46462020000000764,0.8055,0.9838
2020-05-01 23:00:00,1128.0287008218395,2476,1124,0.46462020000000764,0.6878,0.9806
2020-05-02 00:00:00,382.51488781901975,846,2754,0.46462020000000764,0.235,0.9732
2020-05-04 05:00:00,638.4542981316729,1463,2133,0.46462020000000764,0.4068,0.9393
2020-05-04 06:00:00,953.4993217918802,2158,1442,0.46462020000000764,0.5994,0.951
2020-05-04 07:00:00,1149.2179419991419,2591,1009,0.46462020000000764,0.7197,0.9546
2020-05-04 08:00:00,1410.1758033698234,3172,428,0.46462020000000764,0.8811,0.9568
2020-05-04 09:00:00,1267.429275556883,2794,806,0.46462020000000764,0.7761,0.9763
2020-05-04 10:00:00,0.0,0,3600,0.46462020000000764,0.0,
2020-05-04 11:00:00,5720.953390125698,12868,12328,0.46462020000000764,0.5107,0.9569
2020-05-04 12:00:00,569.3114527877041,1295,2295,0.46462020000000764,0.3607,0.9462
2020-05-04 13:00:00,1073.9413712690578,2393,1207,0.46462020000000764,0.6647,0.9659
2020-05-04 14:00:00,1577.456205916591,3464,136,0.46462020000000764,0.9622,0.9801
2020-05-04 15:00:00,1116.8768681966326,2457,1143,0.46462020000000764,0.6825,0.9784
2020-05-04 16:00:00,1214.4570855923232,2682,918,0.46462020000000764,0.745,0.9746
2020-05-04 17:00:00,1077.8445154756012,2392,1208,0.46462020000000764,0.6644,0.9698
2020-05-04 18:00:00,7178.516732287696,15895,9301,0.46462020000000764,0.6309,0.972
2020-05-04 19:00:00,991.416404831035,2201,1389,0.46462020000000764,0.6131,0.9695
2020-05-04 20:00:00,1368.9129159312379,3013,587,0.46462020000000764,0.8369,0.9779
2020-05-04 21:00:00,1436.940398669286,3185,415,0.46462020000000764,0.8847,0.971
2020-05-04 22:00:00,1058.8860180949441,2366,1234,0.46462020000000764,0.6572,0.9632
2020-05-04 23:00:00,568.1961505824116,1302,2298,0.46462020000000764,0.3617,0.9393
2020-05-05 00:00:00,325.6394839548841,746,2857,0.4646202000000034,0.207,0.9395
2020-05-05 05:00:00,1054.982279174545,2407,1192,0.46462020000000764,0.6688,0.9433
2020-05-05 06:00:00,973.0151636258524,2174,1426,0.46462020000000764,0.6039,0.9633
2020-05-05 07:00:00,1510.5433284535354,3347,253,0.4646202000000077,0.9297,0.9714
2020-05-05 08:00:00,1245.682643464248,2773,827,0.46462020000000764,0.7703,0.9669
2020-05-05 09:00:00,322.8512888422802,758,2817,0.4646202000000076,0.212,0.9167
2020-05-05 10:00:00,1010.373754599799,2334,1266,0.46462020000000764,0.6483,0.9317
2020-05-05 11:00:00,844.2086960741331,1977,1623,0.46462020000000764,0.5492,0.9191
2020-05-05 12:00:00,270.43667564113235,662,2937,0.46462020000000764,0.1839,0.8792
2020-05-05 13:00:00,723.2090698335383,1743,1857,0.46462020000000764,0.4842,0.893
2020-05-05 14:00:00,1189.3648767641553,2722,878,0.46462020000000764,0.7561,0.9404
2020-05-05 15:00:00,791.2372076860721,1808,1792,0.46462020000000764,0.5022,0.9419
2020-05-05 16:00:00,944.577638249461,2173,1427,0.46462020000000764,0.6036,0.9356
2020-05-05 17:00:00,959.0753077975149,2198,1402,0.46462020000000764,0.6106,0.9391
2020-05-05 18:00:00,830.8268119363785,1911,1689,0.46462020000000764,0.5308,0.9357
2020-05-05 19:00:00,1026.5449117690216,2353,1246,0.46462020000000764,0.6538,0.939
2020-05-05 20:00:00,1493.8154726530797,3325,275,0.46462020000000764,0.9236,0.967
2020-05-05 21:00:00,1410.1753573344308,3158,442,0.46462020000000764,0.8772,0.9611
2020-05-05 22:00:00,1410.1752365331795,3134,466,0.46462020000000764,0.8706,0.9684
2020-05-05 23:00:00,1541.2118020594598,3422,178,0.46462020000000764,0.9506,0.9694
2020-05-06 00:00:00,1325.4199026408755,2950,650,0.46462020000000764,0.8194,0.967
2020-05-06 01:00:00,615.5924846349965,1373,2227,0.46462020000000764,0.3814,0.965
