timestamp,allarme_id,allarme_bloccante,allarme_durata_media,allarme_tf_medio,allarme_numero
2020-04-10 17:00:00,2,,20.285714285714285,-1.0,7
2020-04-10 17:00:00,3,,92.0,-1.0,1
2020-04-10 17:00:00,4,,24.0,-1.0,1
2020-04-10 17:00:00,4,True,111.0,112.0,1
2020-04-10 17:00:00,85,,1.0,-1.0,1
2020-04-10 17:00:00,87,,1.0,-1.0,1
2020-04-10 17:00:00,107,,8.5,-1.0,2
2020-04-10 17:00:00,107,True,42.2,42.2,5
2020-04-10 17:00:00,110,,55.25,-1.0,4
2020-04-10 17:00:00,127,,109.0,-1.0,1
2020-04-10 17:00:00,127,True,40.0,41.0,1
2020-04-10 17:00:00,149,,12.6,-1.0,5
2020-04-10 18:00:00,0,,175.58333333333334,-1.0,12
2020-04-10 18:00:00,2,,25.0,-1.0,5
2020-04-10 18:00:00,4,,9.0,-1.0,1
2020-04-10 18:00:00,4,True,202.0,203.0,1
2020-04-10 18:00:00,45,,29.0,-1.0,1
2020-04-10 18:00:00,69,True,2.0,2.0,1
2020-04-10 18:00:00,70,True,2.0,2.0,1
2020-04-10 18:00:00,71,True,2.0,2.0,1
2020-04-10 18:00:00,72,True,2.0,2.0,1
2020-04-10 18:00:00,102,True,1542.0,1544.0,1
2020-04-10 18:00:00,103,True,6.0,36.0,1
2020-04-10 18:00:00,107,,9.5,-1.0,2
2020-04-10 18:00:00,107,True,78.25,89.75,4
2020-04-10 18:00:00,110,,54.5,-1.0,6
2020-04-10 18:00:00,149,,30.75,-1.0,4
2020-04-10 19:00:00,0,,544.3333333333334,-1.0,6
2020-04-10 19:00:00,2,,37.6,-1.0,5
2020-04-10 19:00:00,4,,40.0,-1.0,1
2020-04-10 19:00:00,4,True,12.0,14.0,1
2020-04-10 19:00:00,149,,16.0,-1.0,1
2020-04-10 20:00:00,0,,279.0,-1.0,11
2020-04-10 20:00:00,2,,14.0,-1.0,1
2020-04-10 20:00:00,4,,48.333333333333336,-1.0,3
2020-04-10 20:00:00,22,,139.0,-1.0,1
2020-04-10 20:00:00,49,,12.0,-1.0,1
2020-04-10 20:00:00,67,True,18.0,19.0,1
2020-04-10 20:00:00,69,True,1.0,2.0,1
2020-04-10 20:00:00,70,True,1.0,2.0,1
2020-04-10 20:00:00,71,True,1.0,2.0,1
2020-04-10 20:00:00,72,True,1.0,2.0,1
2020-04-10 20:00:00,102,True,165.0,221.0,1
2020-04-10 20:00:00,104,True,6.0,19.0,1
2020-04-10 20:00:00,107,True,13.5,13.5,4
2020-04-10 20:00:00,110,,25.0,-1.0,2
2020-04-10 20:00:00,149,,125.0,-1.0,2
2020-04-10 21:00:00,0,,155.65,-1.0,20
2020-04-10 21:00:00,2,,32.6,-1.0,5
2020-04-10 21:00:00,4,,13.0,-1.0,1
2020-04-10 21:00:00,4,True,39.0,41.0,1
2020-04-10 21:00:00,24,True,1.0,1.0,1
2020-04-10 21:00:00,67,True,45.0,45.0,1
2020-04-10 21:00:00,68,True,4.0,10.0,1
2020-04-10 21:00:00,107,,1.0,-1.0,1
2020-04-10 21:00:00,107,True,40.375,43.625,8
2020-04-10 21:00:00,110,,52.5,-1.0,6
2020-04-10 21:00:00,145,True,44.0,45.0,1
2020-04-10 22:00:00,0,,122.15384615384616,-1.0,13
2020-04-10 22:00:00,2,,6.75,-1.0,4
2020-04-10 22:00:00,3,,3.0,-1.0,1
2020-04-10 22:00:00,4,,293.0,-1.0,1
2020-04-10 22:00:00,4,True,121.0,123.0,1
2020-04-10 22:00:00,22,,290.0,-1.0,1
2020-04-10 22:00:00,71,True,4.0,48.0,1
2020-04-10 22:00:00,102,True,320.0,1541.0,1
2020-04-10 22:00:00,107,True,86.33333333333333,86.33333333333333,3
2020-04-10 22:00:00,110,,85.33333333333333,-1.0,3
2020-04-10 22:00:00,149,,6.2,-1.0,5
2020-04-10 23:00:00,0,,150.875,-1.0,16
2020-04-10 23:00:00,2,,8.5,-1.0,2
2020-04-10 23:00:00,4,True,112.0,114.0,1
